0,1,2
編號,手術項目,"手術
給付倍數"
38,管型皮片整位術,10
39,肌肉切片,3
40,局部皮瓣(1公分以內),5
41,局部皮瓣(1-2公分),5
42,局部皮瓣(2公分以上),10
43,手部V-Y型皮瓣手術,5
44,三角胸皮瓣,20
45,舌瓣,20
46,肌移位術,20
47,皮腱膜移位術,20
48,皮肌移位,20
49,腹股溝皮瓣移植術,10
50,大胸肌皮瓣,40
51,旋轉皮瓣移植術(手部以外),10
52,移前皮瓣移植術,10
53,"腫瘤組織檢查切片術,部位未明示",3
54,舌再接手術,30
B、乳房,,
55,部份乳房切除術－ 單側,5
56,部份乳房切除術－ 雙側,10
57,單純乳房切除術－ 單側,10
58,單純乳房切除術－ 雙側,20
59,乳房腫瘤切除術－ 單側,3
60,乳房腫瘤切除術－ 雙側,5
61,術前定位下乳房腫瘤切除術，單側,5
62,乳癌根除術－ 單側,20
63,乳癌根除術－ 雙側,30
64,皮下乳房切除術,10
65,乳房腫瘤組織檢查切片術,5
C、筋骨,,
66,骨開窗術,5
67,骨或軟骨移植術,5
68,"骨髓炎之死骨切除術或蝶形手術及擴創術（包
含指骨、掌骨、蹠骨）",10
69,"骨髓炎之死骨切除術或蝶形手術及擴創術（包
含脛骨、腓骨、橈骨、尺骨、膝骨、骨盤）",10
70,"骨髓炎之死骨切除術或蝶形手術及擴創術(包
括：頭骨、顱骨、胸部骨頭、股骨、肋骨、脊
椎骨)",10
71,"矯正切骨術－肱骨、尺骨、橈骨、股骨、脛骨
或腓骨",10
72,矯正切骨術-其他部位;骨盆除外,5
73,脊椎體矯正切骨術,10
