0,1,2
編號,手術項目,"手術
給付倍數"
1084,診斷性或治療性子宮擴張刮除術（非產科）,3
1085,一般子宮肌瘤切除術,20
1086,複雜性子宮肌瘤切除術。,30
1087,一般全子宮切除術,20
1088,複雜性全子宮切除術,30
1089,次全子宮切除術,10
1090,骨盆腔粘連分離術,5
1091,子宮懸吊術,5
1092,子宮廣韌帶裂傷修補或切除術,5
1093,子宮輸卵管造口吻合術,10
1094,子宮縫合術,10
1095,子宮整形術,20
1096,Spalding-Richardson 氏子宮脫出手術,20
1097,廣泛性全子宮切除術,40
1098,子宮頸癌全子宮根除術,40
1099,陰道式子宮根治手術 (Schauta 式手術),30
1100,子宮鏡切除子宮腔隔膜或子宮肌瘤,30
1101,子宮鏡移除異物或息肉,10
1102,子宮鏡剝離子宮腔粘黏或子宮內膜電燒,20
1103,腹腔鏡全子宮切除術,30
1104,"婦癌分期手術，手術範圍含：
(BSO+omentectomy+ATH+retroperitoneal
lymphadenectomy)",40
1105,腹腔鏡式婦癌分期手術,40
1106,"婦癌減積手術，手術範圍含：
(BSO+omentectomy+ATH+retroperitoneal
lymphadenectomy)+radical dissection for
debulking",40
1107,婦癌二次剖腹探查術,30
1108,腹腔鏡子宮肌瘤切除術,30
1109,輸卵管整形術,10
1110,輸卵管剝離術,5
1111,輸卵管吻合術,30
1112,輸卵管造口術,10
1113,輸卵管補植術,10
1114,卵巢切除術附加大網膜切除術,30
1115,子宮附屬器部份或全部切除 － 單側,10
1116,子宮附屬器部份或全部切除 － 雙側,20
1117,卵巢膿瘍切開引流術,10
1118,卵巢部份切片術,5
1119,腹腔鏡子宮附屬器部分或全部切除術 － 單側,20
1120,腹腔鏡子宮附屬器部分或全部切除術 － 雙側,30
1121,卵巢癌再次手術探查術,20
1122,葡萄胎或絨毛膜癌除去術,5
1123,子宮外孕手術,10
1124,剖腹產術,10
1125,前置胎盤或植入性胎盤之剖腹產,30
1126,剖腹產合併次全子宮切除術,30
1127,剖腹產合併全子宮切除術,30
1128,妊娠前十二週流產刮宮術,5
1129,妊娠超過十二週流產或死胎刮宮術,5
1130,引產無效後之流產或死胎刮宮術,5
1131,子宮內管刮除術,3
1132,子宮切開流產術,10
1133,死胎之引產（12-24週）,5
1134,死胎之引產（超過24週）,10
1135,死胎破取術,5
1136,"骨盆腔子宮內膜異位症，電燒及切除—輕度：
子宮內膜異位症分級指數小於或等於5分。",5
1137,"骨盆腔子宮內膜異位症，電燒及切除—中度：
子宮內膜異位症分級指數6至40分。",10
