0,1,2
編號,手術項目,"手術
給付倍數"
701,管腸造口或管盲腸造口,10
702,腸吻合處切除，吻合重建術,20
703,迴腸尿液引流袋修正術,20
704,腸反逆流合術,10
705,腹腔鏡腸粘連剝離術,30
706,腹腔鏡空腸造瘻術,10
707,經腹腔鏡右側大腸切除術加吻合術,40
708,經腹腔鏡乙狀結腸切除術加吻合術,40
709,闌尾膿瘍之引流,10
710,闌尾切除術,10
711,闌尾瘻管關閉,20
712,腹腔鏡闌尾切除術,20
713,直腸周圍膿瘍之切開引流,3
714,直腸活體組織切片,3
715,直腸裂傷或損傷之修補,20
716,直腸固定術,10
717,根治性直腸切除術 (含骨盆腔淋巴腺切除術),40
718,Hartmann 氏直腸手術,30
719,經直腸大腸息肉切除術,10
720,直腸脫出根治手術（經會陰接近及吻合）,30
721,直腸脫出手術（腹部接近）,30
722,薦骨與尾骨腫瘤切除，良性,20
723,"直腸上皮絨毛腺腫廣泛性切除術或癌症局部切
除",30
724,直腸狹窄整形術,5
725,復原性直腸切除以及直腸、肛門吻合術,40
726,"復原性大腸直腸切除迴腸儲存袋以及迴腸肛門
吻合術",40
727,直腸膀胱瘻管切除術,30
728,直腸癌腹部會陰聯合切除術,40
729,"乙狀結腸及直腸切除後 Pull through 方法行
直腸肛門吻合術",40
730,"乙狀結腸及直腸切除後 Pull through 方法行
結腸造袋及結腸袋肛門吻合術",40
731,經尾骨由直腸後部切開行良性病灶切除方法,20
732,經尾骨由直腸後部切開行直腸癌切除方法,30
733,皮下瘻管切開術或切除術,5
734,複雜性皮下瘻管切開術或切除術,5
735,肛門括約肌切開術,3
736,肛門裂縫切除術或潰瘍切除術,3
737,隱窩切除術 － 單一,3
738,隱窩切除術 － 多數,3
739,外痔完全切除術,5
740,內外痔部份切除術,5
741,肛門乳突切除術 － 單一,3
742,肛門乳突切除術 － 多數,3
743,內外痔完全切除術,10
744,肛門瘻切除或切開術併痔瘡切除,5
745,外痔血栓切除,3
746,肛門狹窄整形術,20
747,肛門括約肌失禁整形術,30
748,APR術後Karlex海棉除去術,5
749,結腸肛門止血術,3
750,內痔結紮,5
751,肛門重建或整形術以S形蒂狀移植,20
752,提肛肌折疊術,10
753,楔狀活體切片（剖腹探查術）,20
754,肝部分切除術,30
755,肝區域切除術 － 一區域,30
756,肝區域切除術 － 二區域,40
